__id,carat,cut,color,clarity,depth,table,label,x,y,z
18660,1.31,3,4,2,62.6,58.0,7625,6.98,7.02,4.38
47339,0.23,2,5,6,61.8,59.0,530,3.9,3.93,2.42
19026,0.34,4,2,4,62.2,55.0,620,4.47,4.49,2.79
13550,1.06,3,1,4,61.2,57.1,5550,6.56,6.59,4.03
39469,0.41,4,5,4,61.8,57.0,1079,4.76,4.79,2.95
40956,0.42,4,3,6,61.1,56.0,1179,4.82,4.87,2.96
243,1.01,3,2,1,62.7,59.0,2788,6.31,6.22,3.93
40641,0.41,4,5,4,62.7,57.0,1153,4.76,4.72,2.97
29583,0.41,1,5,2,63.1,57.0,705,4.73,4.78,3.0
11835,1.21,3,0,3,61.9,59.0,5096,6.84,6.77,4.21
1943,0.9,0,5,1,65.8,58.0,3084,6.02,5.98,3.95
50284,0.37,2,5,1,61.9,55.0,541,4.63,4.67,2.87
2017,0.9,0,3,1,64.7,58.0,3104,5.94,6.03,3.87
16411,1.0,3,3,4,59.1,61.0,6552,6.54,6.48,3.85
34984,0.34,3,4,3,62.3,57.0,880,4.48,4.44,2.78
53414,0.8,2,2,2,62.3,59.0,2670,5.95,6.0,3.72
22573,1.52,0,3,3,55.2,66.0,10623,7.72,7.67,4.26
27019,2.22,1,1,2,57.8,58.0,17151,8.58,8.54,4.95
24094,1.75,4,1,3,61.0,56.0,12238,7.82,7.75,4.75
53316,0.72,4,4,1,61.9,54.1,2651,5.73,5.83,3.57
11073,0.91,2,2,3,62.6,57.0,4922,6.15,6.21,3.87
41707,0.53,3,4,1,60.5,60.0,1242,5.23,5.19,3.15
50446,0.6,4,6,2,61.4,55.0,2263,5.45,5.47,3.35
8579,1.04,3,5,1,60.1,60.0,4436,6.53,6.51,3.92
29523,0.38,4,1,4,61.9,54.1,703,4.64,4.71,2.89
40204,0.51,2,3,2,63.4,56.0,1122,5.03,5.1,3.21
36642,0.39,4,5,4,62.2,55.0,948,4.67,4.7,2.91
4290,0.92,2,5,2,63.3,57.0,3586,6.22,6.17,3.92
1454,0.54,4,4,6,61.6,55.0,2977,5.28,5.27,3.25
15125,1.19,3,2,2,61.3,58.0,6078,6.82,6.78,4.17
11555,1.14,2,4,1,59.2,63.0,5033,6.78,6.86,4.04
36224,0.36,4,5,4,62.7,57.0,933,4.58,4.55,2.86
27076,1.51,2,4,5,61.3,61.0,17203,7.33,7.36,4.5
40711,0.38,1,6,6,61.3,61.0,1159,4.68,4.72,2.88
37611,0.24,2,5,6,61.7,61.0,485,3.95,3.99,2.45
30737,0.31,3,2,7,60.8,59.0,739,4.36,4.39,2.66
594,0.71,4,4,2,59.8,53.0,2838,5.86,5.82,3.49
41696,0.49,3,3,3,59.8,59.0,1240,5.16,5.14,3.08
24501,1.51,2,5,3,62.7,59.0,12779,7.2,7.32,4.55
3789,0.74,4,3,5,62.2,57.0,3462,5.75,5.79,3.59
5668,1.09,4,4,1,61.6,54.0,3882,6.69,6.62,4.1
26269,2.0,2,2,2,62.2,57.0,15745,7.97,8.08,4.99
50941,0.73,4,2,2,62.6,57.0,2320,5.66,5.74,3.57
44610,0.53,4,5,2,60.6,57.0,1607,5.27,5.23,3.18
9099,1.01,2,1,2,63.2,54.0,4525,6.41,6.35,4.03
40608,0.23,4,4,3,61.5,55.0,498,3.93,3.97,2.43
15096,1.01,3,6,2,62.0,60.0,6066,6.37,6.4,3.96
50958,0.81,4,1,2,62.2,57.0,2323,5.95,5.98,3.71
44912,0.53,2,4,3,61.9,58.0,1631,5.17,5.2,3.21
6751,1.0,1,4,1,65.7,62.0,4102,6.15,6.21,4.06
23242,1.71,1,1,3,58.0,60.0,11250,7.85,7.9,4.57
12494,1.08,2,4,2,58.2,63.0,5256,6.69,6.78,3.92
2275,1.22,3,0,1,62.6,59.0,3156,6.79,4.24,3.76
35273,0.3,4,3,7,62.0,56.0,895,4.3,4.31,2.67
52392,0.62,4,6,4,61.9,57.0,2508,5.47,5.55,3.41
10409,0.31,3,3,2,61.5,59.0,593,4.38,4.34,2.68
18906,1.52,3,0,3,62.0,59.0,7758,7.28,7.31,4.52
16021,0.3,3,1,4,60.3,58.0,608,4.34,4.32,2.61
18822,1.5,2,2,2,63.4,57.0,7708,7.27,7.23,4.59
28623,0.31,2,3,1,61.7,55.0,433,4.37,4.4,2.71
4039,1.0,3,0,2,61.9,62.0,3528,6.36,6.33,3.93
34792,0.4,3,3,4,60.7,58.0,877,4.78,4.81,2.91
45051,0.65,3,5,1,61.4,59.0,1640,5.57,5.52,3.41
43056,0.52,4,1,5,62.2,57.0,1376,5.18,5.11,3.2
34794,0.4,4,2,5,62.2,56.0,877,4.7,4.75,2.94
20647,1.2,3,3,4,63.0,61.0,8938,6.62,6.59,4.16
15549,1.23,2,4,1,61.9,58.0,6233,6.77,6.79,4.2
1723,0.32,4,3,3,61.7,57.0,561,4.38,4.4,2.71
50596,0.71,1,1,5,63.7,56.0,2283,5.68,5.63,3.6
17979,1.2,2,3,3,62.4,59.0,7273,6.68,6.74,4.19
49460,0.71,3,2,2,62.4,59.0,2112,5.65,5.6,3.51
2553,0.7,2,6,4,60.1,60.0,3208,5.73,5.76,3.45
4335,1.05,3,3,1,60.7,61.0,3599,6.56,6.52,3.97
28944,0.3,4,3,5,62.2,55.0,684,4.29,4.33,2.68
46029,0.57,3,1,6,62.1,58.0,1728,5.32,5.25,3.28
52756,0.72,2,1,6,62.8,56.0,2562,5.69,5.75,3.59
52288,0.71,4,5,2,61.7,56.0,2494,5.74,5.77,3.55
39679,0.7,0,4,0,66.2,59.0,1087,5.59,5.4,3.65
23273,1.61,4,3,2,61.2,55.0,11294,7.62,7.57,4.65
15420,1.01,1,6,3,64.2,60.0,6176,6.35,6.32,4.07
39056,0.39,1,4,5,57.7,61.0,1058,4.91,4.8,2.8
9962,1.07,3,4,1,60.3,58.0,4700,6.68,6.62,4.01
31281,0.32,3,1,3,62.6,58.0,449,4.37,4.42,2.75
47625,0.55,3,5,3,61.4,57.0,1881,5.29,5.27,3.24
53501,0.71,2,5,2,63.5,57.0,2685,5.63,5.68,3.59
5114,0.72,4,4,4,60.5,56.0,3759,5.82,5.85,3.53
26864,2.02,1,1,3,57.9,62.0,16789,8.25,8.3,4.79
14402,0.95,1,3,5,57.7,59.7,5817,6.5,6.58,3.77
16782,1.07,4,1,6,62.3,57.0,6685,6.56,6.6,4.1
23336,1.58,3,3,4,60.8,58.0,11380,7.58,7.52,4.59
33917,0.3,4,5,3,62.4,57.0,844,4.26,4.24,2.65
30586,0.31,4,6,3,61.6,55.0,734,4.36,4.37,2.69
19758,1.56,3,0,4,61.1,59.0,8324,7.49,7.52,4.58
22593,1.15,4,3,6,62.7,56.0,10644,6.69,6.67,4.19
17842,1.7,4,2,0,62.6,54.0,7197,7.63,7.58,4.77
3141,0.7,4,5,2,61.9,56.0,3330,5.7,5.73,3.54
47810,0.71,2,1,1,62.2,58.0,1902,5.61,5.7,3.52
9683,1.0,4,1,2,61.5,57.0,4649,6.39,6.43,3.94
10496,1.02,4,1,4,60.2,57.0,4798,6.56,6.49,3.93
5867,1.01,3,3,1,63.0,59.0,3923,6.38,6.32,4.0
37125,0.44,2,5,2,63.2,53.0,970,4.87,4.84,3.07
42938,0.36,3,5,1,61.5,58.0,505,4.56,4.61,2.82
7235,0.9,0,1,6,63.5,57.0,4194,5.98,6.09,3.83
16497,2.01,2,2,0,58.1,63.0,6592,8.3,8.19,4.79
51543,0.83,3,3,1,62.9,57.0,2386,5.99,5.96,3.76
25894,1.5,2,4,4,61.6,58.0,15022,7.35,7.43,4.55
5343,0.91,4,4,1,62.2,56.0,3812,6.14,6.17,3.83
25174,1.51,3,5,3,62.2,58.0,13757,7.33,7.27,4.54
29383,0.31,4,5,2,62.7,57.0,698,4.32,4.29,2.7
53246,0.7,3,2,5,61.0,62.0,2644,5.72,5.66,3.47
39882,0.42,4,3,5,62.7,56.0,1103,4.77,4.74,2.98
48796,0.73,1,4,1,63.4,55.0,2023,5.71,5.75,3.63
38496,0.42,4,6,3,62.1,54.0,1031,4.8,4.83,2.99
9157,0.9,1,3,4,63.7,56.0,4540,6.07,6.15,3.89
3445,0.9,2,2,2,63.4,58.0,3387,6.16,6.11,3.89
38038,0.33,3,2,7,62.9,58.0,1010,4.43,4.38,2.77
27185,2.08,4,2,2,61.7,58.0,17469,8.13,8.21,5.04
45626,0.61,4,0,6,60.9,56.0,1692,5.45,5.51,3.34
4485,0.83,3,5,3,61.3,59.0,3625,6.08,6.02,3.71
53677,0.71,3,5,3,62.1,59.0,2711,5.68,5.72,3.54
5895,0.9,0,6,3,57.5,66.0,3931,6.3,6.25,3.61
47401,0.53,4,2,4,60.8,57.0,1848,5.24,5.29,3.2
28661,0.39,4,5,2,62.0,56.0,676,4.72,4.65,2.91
17061,0.32,3,3,2,62.0,55.0,612,4.43,4.41,2.74
28950,0.32,2,3,6,60.6,57.0,685,4.46,4.48,2.71
11688,1.03,4,2,2,62.0,57.0,5063,6.53,6.47,4.03
17661,1.23,4,1,6,62.1,57.0,7117,6.9,6.83,4.26
25234,2.14,4,1,3,62.2,57.0,13844,8.22,8.19,5.1
40870,0.55,3,4,1,60.6,58.0,1175,5.28,5.31,3.21
5788,1.01,1,2,1,57.9,59.0,3903,6.64,6.59,3.83
30670,0.4,2,4,2,62.8,59.0,737,4.71,4.72,2.96
34386,0.41,2,4,3,62.6,57.0,863,4.71,4.74,2.96
31023,0.37,3,2,3,59.5,61.0,749,4.67,4.64,2.77
24998,1.5,3,5,4,60.1,60.0,13513,7.42,7.48,4.48
12995,1.02,4,4,2,62.8,55.0,5398,6.43,6.4,4.03
43543,0.52,4,3,3,61.7,56.0,1428,5.15,5.19,3.19
6928,1.05,3,5,1,61.5,59.0,4139,6.52,6.58,4.03
46812,0.51,3,6,3,62.7,59.0,1807,5.09,5.05,3.18
31167,0.41,1,5,2,63.9,58.0,755,4.7,4.72,3.01
6703,0.3,3,2,1,60.2,62.0,410,4.37,4.34,2.62
34437,0.5,3,3,1,62.4,61.0,863,5.02,4.98,3.12
13739,0.41,3,4,1,59.0,58.0,604,4.87,4.89,2.88
38190,0.41,3,6,2,62.1,59.0,1015,4.76,4.74,2.95
15880,1.22,3,5,1,61.5,58.0,6351,6.85,6.81,4.2
5330,1.0,3,1,2,58.5,59.0,3808,6.56,6.54,3.83
6176,0.9,4,4,2,62.4,56.0,3992,6.22,6.18,3.87
44702,0.5,1,4,4,61.5,61.0,1613,5.01,5.07,3.1
27978,0.3,2,5,3,62.4,57.0,658,4.24,4.29,2.66
17671,1.15,4,2,4,62.7,57.0,7123,6.68,6.64,4.17
26577,2.01,3,2,1,60.5,61.0,16287,8.14,8.09,4.91
39182,0.35,4,6,3,62.5,55.0,1063,4.55,4.5,2.83
40065,0.43,3,3,3,61.3,58.0,1113,4.86,4.83,2.97
35453,0.32,4,5,3,62.7,55.0,900,4.38,4.36,2.74
28654,0.33,2,5,3,60.6,58.0,675,4.45,4.49,2.71
19013,1.29,1,4,2,63.8,60.0,7828,6.9,6.86,4.39
46301,0.3,4,2,4,61.3,56.0,526,4.31,4.33,2.65
18836,1.13,3,3,4,61.6,58.0,7720,6.76,6.68,4.14
47406,0.51,2,6,4,62.4,58.0,1849,5.13,5.16,3.21
50729,0.7,4,2,2,62.2,55.0,2294,5.67,5.71,3.54
33685,0.4,2,5,2,62.2,54.4,837,4.72,4.76,2.95
38094,0.45,3,1,6,63.0,56.0,1013,4.9,4.88,3.08
7725,0.26,4,5,4,61.8,55.0,580,4.13,4.09,2.54
37060,0.43,3,3,2,60.4,58.0,968,4.9,4.87,2.95
34061,0.36,4,6,2,62.5,56.0,851,4.57,4.55,2.85
52033,0.71,1,1,5,63.6,57.0,2450,5.69,5.66,3.61
14936,1.18,4,2,2,61.4,55.0,6013,6.84,6.78,4.18
9114,0.93,2,5,2,63.1,57.0,4531,6.19,6.17,3.9
43719,0.52,2,5,2,59.3,59.0,1438,5.26,5.3,3.13
7776,1.0,4,3,1,62.8,57.0,4284,6.37,6.31,3.98
23260,1.53,2,4,2,62.0,56.0,11267,7.39,7.47,4.61
17120,1.32,1,5,2,63.7,56.0,6830,6.96,6.88,4.41
8343,1.02,0,2,1,59.6,57.0,4398,6.65,6.5,3.92
7479,1.07,2,1,2,60.7,61.0,4237,6.55,6.6,3.99
4926,1.08,2,5,1,63.5,56.0,3726,6.53,6.48,4.13
13677,1.02,2,2,4,62.8,59.0,5598,6.34,6.47,4.02
2617,1.01,3,2,2,62.9,58.0,3224,6.38,6.34,4.0
36661,0.38,4,2,6,61.1,56.0,949,4.68,4.71,2.87
17605,1.23,3,2,3,62.9,57.0,7089,6.84,6.77,4.28
411,0.34,4,1,4,61.8,55.0,555,4.48,4.52,2.78
3743,0.3,4,4,4,61.7,56.0,570,4.32,4.34,2.67
52998,0.73,4,1,4,61.0,56.0,2596,5.82,5.86,3.56
3535,0.72,4,5,4,61.2,56.0,3409,5.78,5.83,3.55
14329,1.03,4,6,2,61.6,55.0,5804,6.49,6.53,4.01
43445,0.5,3,5,2,60.7,61.0,1415,5.12,5.09,3.1
11814,1.07,3,3,2,63.0,55.0,5091,6.55,6.47,4.1
26542,1.6,3,3,5,60.6,60.0,16215,7.57,7.51,4.57
20474,1.48,2,2,2,62.5,59.0,8815,7.16,7.23,4.5
41115,0.51,3,2,2,60.4,58.0,1195,5.21,5.19,3.14
19661,1.53,2,5,1,59.3,60.0,8270,7.44,7.46,4.42
13201,1.08,4,1,3,61.8,54.0,5455,6.6,6.57,4.07
25219,1.51,1,4,3,62.0,59.0,13819,7.18,7.37,4.51
18667,1.27,4,5,2,62.4,58.0,7631,6.87,6.91,4.3
8290,1.01,2,4,1,62.3,59.0,4384,6.31,6.37,3.95
31095,0.36,2,3,5,61.7,56.0,753,4.56,4.58,2.82
33151,0.31,3,3,6,61.4,58.0,816,4.32,4.35,2.66
1216,0.77,3,6,2,59.5,60.0,2939,6.01,5.95,3.56
27577,2.08,2,6,1,60.1,59.0,18405,8.29,8.37,5.01
4293,1.04,4,5,1,59.0,57.0,3588,6.65,6.6,3.91
14182,0.9,2,3,7,60.1,59.0,5754,6.22,6.26,3.75
47140,0.51,3,5,4,61.9,58.0,1831,5.1,5.15,3.17
44931,0.57,2,3,3,59.9,54.6,1633,5.43,5.46,3.26
39800,0.38,4,6,5,62.5,53.0,1096,4.63,4.68,2.91
40445,0.7,3,3,0,59.7,59.0,1138,5.76,5.57,3.39
36163,0.38,4,3,5,62.2,54.3,929,4.63,4.66,2.89
16873,1.02,4,5,3,62.7,56.0,6732,6.38,6.44,4.02
17933,1.2,4,3,3,62.8,57.0,7243,6.78,6.72,4.24
47855,0.51,4,5,3,60.1,57.0,1909,5.23,5.19,3.13
14339,1.0,2,3,3,63.4,57.0,5806,6.31,6.27,3.99
45942,0.52,4,3,4,61.9,55.0,1722,5.16,5.18,3.2
48398,0.64,4,6,2,62.1,56.0,1967,5.5,5.55,3.43
14633,1.11,3,5,2,61.3,58.0,5908,6.66,6.61,4.07
30759,0.25,3,5,5,61.5,59.0,740,4.04,4.02,2.48
25448,1.5,3,4,3,61.5,58.0,14199,7.36,7.34,4.52
46409,0.52,4,2,6,62.1,53.8,1767,5.17,5.19,3.21
132,0.71,2,6,2,63.6,58.0,2764,5.64,5.68,3.6
32797,0.39,2,1,6,61.3,58.0,805,4.74,4.78,2.92
16748,1.06,3,5,4,59.1,58.0,6669,6.66,6.71,3.95
22726,1.13,4,4,5,62.1,54.0,10742,6.67,6.71,4.16
53805,0.72,3,5,2,59.5,59.0,2732,5.87,5.83,3.48
24241,1.15,4,5,6,60.9,56.0,12447,6.79,6.8,4.14
6748,0.33,2,5,2,60.3,60.0,579,4.47,4.49,2.7
15062,1.0,1,5,3,57.4,58.0,6050,6.57,6.61,3.78
2859,0.72,4,2,4,60.7,55.0,3274,5.83,5.85,3.54
18720,0.3,2,3,4,60.3,57.0,620,4.33,4.35,2.62
29580,0.41,2,5,2,62.8,57.0,705,4.71,4.75,2.97
41736,0.41,4,5,5,61.9,56.0,1243,4.78,4.75,2.95
29564,0.4,2,5,3,62.5,56.0,705,4.66,4.72,2.93
47411,0.57,4,5,3,61.8,55.0,1851,5.34,5.38,3.31
24770,1.58,3,3,3,62.6,59.0,13132,7.47,7.44,4.67
33293,0.31,3,6,1,62.1,59.0,462,4.31,4.35,2.69
6827,1.01,2,0,3,59.3,59.0,4120,6.5,6.58,3.88
2305,0.78,1,4,4,64.0,54.0,3163,5.86,5.82,3.74
27787,0.37,3,5,2,61.8,58.0,649,4.59,4.64,2.85
17478,1.01,3,4,4,60.8,59.0,7017,6.45,6.41,3.91
12614,1.14,3,1,4,62.3,59.0,5291,6.69,6.64,4.15
29311,0.31,3,2,4,59.7,58.0,698,4.43,4.41,2.64
51254,0.7,4,1,4,62.2,57.0,2355,5.69,5.66,3.53
43108,0.54,4,4,2,62.1,57.0,1385,5.22,5.24,3.25
17420,1.13,4,1,4,61.8,57.0,6980,6.66,6.7,4.13
8864,0.92,3,5,2,62.2,58.0,4482,6.23,6.18,3.86
36397,0.31,4,5,4,61.9,56.0,942,4.34,4.32,2.68
18785,1.75,4,2,0,61.6,56.0,7680,7.73,7.75,4.77
39258,0.38,3,5,4,60.7,59.0,1069,4.73,4.69,2.86
12404,1.01,1,5,2,57.9,57.0,5233,6.6,6.67,3.84
3354,0.71,4,5,4,62.0,57.0,3380,5.72,5.66,3.53
22126,1.31,4,3,4,60.5,57.0,10155,7.1,7.14,4.31
25844,1.71,2,2,5,61.2,62.0,14893,7.59,7.65,4.66
17499,1.09,3,3,3,61.0,59.0,7032,6.65,6.6,4.04
12250,1.05,4,3,2,59.7,56.0,5204,6.67,6.64,3.97
53071,0.74,4,1,4,60.7,55.0,2609,5.84,5.88,3.56
1500,0.69,2,4,5,61.5,60.0,2993,5.64,5.67,3.48
29905,0.41,4,4,2,61.8,56.0,711,4.75,4.79,2.95
13348,1.11,4,1,3,61.7,55.0,5506,6.66,6.69,4.12
6979,1.08,2,0,1,62.5,60.0,4152,6.51,6.57,4.09
50824,0.71,1,4,2,63.7,58.0,2308,5.65,5.62,3.59
35735,0.3,4,6,3,62.3,56.0,911,4.32,4.29,2.68
47373,0.54,4,3,4,61.9,54.0,1847,5.25,5.28,3.26
25061,1.62,3,3,3,62.3,58.0,13578,7.49,7.54,4.68
9550,1.0,2,5,1,62.4,57.0,4620,6.33,6.4,3.97
37366,0.4,3,6,3,61.7,59.0,982,4.73,4.76,2.93
10781,1.01,4,4,1,62.9,57.0,4858,6.35,6.41,4.01
21368,0.36,4,6,2,62.2,53.0,626,4.57,4.59,2.85
6037,0.25,4,4,6,60.9,57.0,575,4.06,4.09,2.48
21382,0.34,4,6,2,60.1,57.0,626,4.52,4.56,2.73
27285,2.56,4,0,2,61.4,58.0,17753,8.73,8.76,5.37
13154,1.27,4,0,3,61.5,57.0,5442,6.93,6.98,4.28
40241,0.39,4,4,6,62.1,55.0,1124,4.69,4.71,2.92
52907,0.77,2,3,2,63.2,57.0,2586,5.86,5.76,3.67
26784,1.52,3,5,4,60.6,58.0,16628,7.38,7.44,4.49
32728,0.31,4,4,3,61.3,57.0,802,4.34,4.3,2.65
12649,1.01,2,3,4,63.1,59.0,5294,6.32,6.23,3.96
4813,0.9,3,5,1,59.2,60.0,3701,6.31,6.23,3.71
469,0.7,4,5,4,62.9,57.0,2818,5.66,5.61,3.54
29395,0.31,1,5,2,63.6,57.0,698,4.3,4.28,2.73
8079,1.01,1,6,1,57.6,62.0,4338,6.66,6.56,3.81
48032,0.5,2,2,7,61.4,61.0,1923,5.14,5.03,3.12
2895,0.92,1,4,1,64.2,58.0,3282,6.14,6.11,3.93
10331,1.12,1,1,3,63.8,55.0,4766,6.57,6.63,4.21
46810,0.53,4,3,3,60.9,56.0,1807,5.25,5.21,3.18
49691,0.51,4,6,5,62.0,55.0,2145,5.13,5.16,3.19
33669,0.34,4,5,5,62.3,57.0,835,4.44,4.48,2.78
15622,1.01,2,4,3,63.1,56.0,6267,6.41,6.37,4.03
26175,2.1,4,1,1,61.9,56.0,15511,8.2,8.22,5.08
2898,0.92,0,4,1,65.1,58.0,3282,6.12,6.07,3.97
33101,0.38,3,6,2,59.1,58.0,815,4.77,4.74,2.81
3432,0.9,3,1,3,59.1,59.0,3385,6.28,6.24,3.7
22195,1.21,4,3,6,60.2,57.0,10232,7.02,6.94,4.2
429,0.91,1,1,3,64.3,58.0,2813,6.09,6.05,3.9
19181,1.52,1,3,1,63.1,58.0,7933,7.21,7.3,4.58
6674,1.23,4,2,0,61.8,56.0,4098,6.91,6.85,4.25
47623,0.55,3,5,3,61.5,56.0,1881,5.28,5.25,3.24
8507,1.17,3,0,2,61.9,58.0,4423,6.77,6.73,4.18
11049,0.37,1,1,3,64.0,56.0,595,4.58,4.45,2.89
24154,2.21,3,0,1,60.6,62.0,12327,8.45,8.37,5.1
48807,0.75,4,0,3,62.3,57.0,2025,5.84,5.81,3.63
34283,0.39,3,2,1,61.2,58.0,468,4.51,6.02,4.44
39560,0.32,3,3,6,61.9,58.0,1080,4.39,4.36,2.71
49200,0.52,2,4,5,61.5,57.0,2079,5.18,5.22,3.19
35757,0.33,2,4,6,62.0,56.0,912,4.43,4.46,2.75
30187,0.41,4,6,2,61.3,56.0,722,4.8,4.82,2.95
33544,0.35,4,5,4,61.9,56.0,829,4.51,4.53,2.8
14865,1.0,2,6,2,59.3,61.0,5987,6.45,6.5,3.84
863,0.79,4,3,2,62.6,55.0,2871,5.91,5.95,3.71
22463,1.24,3,3,6,60.4,59.0,10485,7.02,7.01,4.24
2474,0.91,1,2,3,63.8,59.0,3192,5.99,5.96,3.82
10944,1.01,1,4,2,63.8,59.0,4899,6.29,6.32,4.02
31592,0.2,3,5,3,59.8,62.0,367,3.79,3.77,2.26
47127,0.65,3,5,2,60.5,59.0,1828,5.61,5.49,3.36
20291,1.07,4,3,5,61.5,56.0,8707,6.58,6.6,4.05
10352,0.9,1,4,4,62.8,57.0,4770,6.04,6.1,3.81
5026,0.91,1,1,3,58.0,62.0,3747,6.32,6.38,3.68
15825,1.01,1,4,3,60.6,62.0,6332,6.52,6.49,3.94
32490,0.32,4,3,6,61.4,57.0,796,4.4,4.44,2.71
17172,1.09,4,3,4,62.5,56.0,6856,6.63,6.55,4.12
53011,0.7,4,4,2,62.1,56.0,2596,5.67,5.65,3.51
12675,1.09,2,3,2,60.2,60.0,5305,6.66,6.7,4.02
42350,0.39,3,3,7,59.0,60.0,1300,4.75,4.78,2.81
21746,1.0,2,5,5,59.1,58.0,9815,6.5,6.57,3.86
41472,0.41,4,6,4,61.0,57.0,1230,4.82,4.78,2.93
51556,0.73,1,5,1,63.3,57.0,2388,5.69,5.72,3.61
30051,0.41,2,3,2,60.3,60.0,719,4.76,4.8,2.88
7754,0.64,4,6,6,61.5,56.0,4281,5.57,5.59,3.43
33568,0.43,4,6,2,61.5,56.0,830,4.82,4.87,2.98
1866,0.7,4,5,3,62.6,56.0,3068,5.65,5.69,3.55
48975,0.34,1,2,3,63.3,56.0,537,4.39,4.45,2.8
16096,1.26,3,2,2,62.1,57.0,6435,6.94,6.88,4.29
39060,0.47,4,2,3,62.7,55.0,1058,5.08,4.95,3.15
9873,1.0,1,4,2,60.1,65.0,4679,6.4,6.44,3.86
12681,1.09,4,4,1,62.0,56.0,5306,6.62,6.58,4.09
49846,0.74,2,0,4,62.7,58.0,2170,5.75,5.8,3.62
49479,0.61,4,5,3,59.7,57.0,2115,5.57,5.52,3.31
12051,0.34,1,1,5,63.1,56.0,596,4.43,4.47,2.81
40296,0.4,4,3,4,62.8,56.0,1125,4.7,4.67,2.94
5884,1.02,2,2,1,62.4,59.0,3927,6.37,6.42,3.99
43889,0.52,4,1,6,60.1,56.0,1454,5.24,5.27,3.16
50395,0.52,2,5,5,61.2,58.0,2254,5.17,5.19,3.17
4072,0.31,4,1,6,61.4,54.0,571,4.38,4.41,2.7
39238,0.51,2,1,2,62.5,58.0,1068,5.05,5.12,3.18
43266,0.3,3,1,2,61.4,58.0,506,4.33,4.3,2.65
3965,0.9,3,4,1,62.2,61.0,3507,6.08,6.04,3.77
37247,0.3,4,3,6,61.9,55.0,976,4.32,4.34,2.68
34387,0.41,3,4,3,60.3,60.0,863,4.81,4.84,2.91
23160,1.52,2,5,2,63.5,58.0,11176,7.36,7.29,4.65
26902,2.03,4,2,2,64.4,54.0,16900,7.97,7.92,5.12
11912,1.15,3,1,1,61.3,57.3,5123,6.71,6.78,4.13
30367,0.36,3,1,4,62.0,59.0,729,4.6,4.53,2.83
37537,0.4,4,5,5,61.6,56.0,988,4.73,4.78,2.93
4795,1.5,1,1,0,63.7,61.0,3696,7.22,7.1,4.57
45305,0.3,4,6,2,62.1,57.0,524,4.25,4.28,2.65
4429,1.09,4,3,0,61.0,56.0,3614,6.66,6.62,4.05
24483,1.71,1,1,4,63.7,58.0,12755,7.58,7.54,4.81
4745,0.91,3,4,1,61.4,60.0,3682,6.21,6.23,3.82
34467,0.38,4,4,4,62.0,54.0,865,4.65,4.68,2.89
25795,1.62,4,3,3,61.7,56.0,14777,7.53,7.57,4.66
20727,0.31,3,4,3,62.3,59.0,625,4.29,4.34,2.69
47757,0.5,4,5,3,60.4,56.0,1892,5.15,5.21,3.13
47797,0.58,4,3,4,62.2,55.0,1899,5.32,5.35,3.32
16270,1.21,3,6,1,62.5,57.0,6505,6.79,6.71,4.22
25789,1.51,3,6,3,60.2,59.0,14773,7.43,7.33,4.44
47233,0.71,0,1,3,61.6,67.0,1840,5.76,5.61,3.5
35315,0.37,4,5,5,61.8,54.0,896,4.61,4.64,2.86
45219,0.51,4,5,3,62.2,57.0,1656,5.08,5.11,3.17
20782,1.23,3,4,3,59.6,58.0,9016,7.02,6.94,4.16
10630,1.15,3,2,1,61.6,60.0,4830,6.75,6.72,4.15
18055,0.3,4,1,7,62.5,56.0,615,4.26,4.28,2.67
39763,0.36,3,6,3,60.5,58.0,1094,4.63,4.6,2.79
9906,1.11,3,2,4,62.3,57.0,4687,6.67,6.62,4.14
26052,1.51,3,4,3,59.1,60.0,15253,7.52,7.45,4.42
6782,1.0,1,3,1,57.6,62.0,4113,6.62,6.55,3.79
43395,0.54,4,5,2,61.6,57.0,1410,5.23,5.26,3.23
8198,1.2,0,2,1,64.8,58.0,4368,6.61,6.56,4.27
31830,0.34,2,2,6,62.9,57.0,775,4.44,4.47,2.8
39730,0.35,4,5,4,61.9,56.0,1091,4.55,4.53,2.81
14966,1.01,3,3,3,59.1,58.0,6027,6.63,6.56,3.9
12597,1.08,2,2,2,63.4,57.0,5286,6.54,6.51,4.14
43710,0.59,3,3,2,60.5,59.0,1437,5.44,5.41,3.28
18443,1.02,2,5,4,61.0,58.0,7503,6.46,6.52,3.96
15205,1.01,3,3,3,62.9,58.0,6108,6.39,6.3,3.99
34210,0.33,3,4,3,62.1,59.0,854,4.45,4.4,2.75
8293,0.9,3,5,2,60.8,59.0,4385,6.24,6.19,3.78
51047,0.7,2,2,3,61.6,55.0,2330,5.71,5.75,3.53
14806,1.22,4,1,3,62.5,57.0,5960,6.83,6.9,4.29
24751,1.73,2,2,3,59.2,61.0,13102,7.78,7.82,4.62
47648,0.23,4,4,5,61.9,57.0,530,3.93,3.96,2.44
33142,0.31,4,3,6,59.5,56.0,816,4.41,4.43,2.63
53313,0.72,4,1,3,61.7,56.0,2650,5.73,5.78,3.55
51672,0.72,4,5,1,61.9,55.0,2398,5.76,5.78,3.57
50042,0.81,3,0,2,61.8,57.0,2199,6.02,5.96,3.7
5920,0.94,2,4,1,62.6,57.0,3938,6.25,6.27,3.92
34418,0.3,4,3,7,62.1,55.0,863,4.32,4.34,2.69
